1,126.32
2,127.62
3,125.26
4,124.49
5,125.27671
6,128.16464
7,128.4136
8,124.62942
9,128.1049
10,130.01691
11,132.09821
12,129.73807
13,129.13062
14,128.08498
15,126.3821
16,127.06922
17,124.23108
18,125.64517
19,126.25263
20,125.77464
21,126.32234
22,126.5713
23,126.03355
24,125.07755
25,125.48584
26,126.82026
27,124.79871
28,123.73316
29,123.91241
30,125.84435
31,122.73732
32,123.7232
33,122.86678
34,126.16301
35,126.68085
36,125.3763
37,126.96964
38,127.93561
39,126.51155
40,124.43024
41,123.0759
42,123.93233
43,121.73151
44,123.99208
45,126.61114
46,126.07338
47,125.88418
48,128.00531
49,128.8219
50,128.55302
51,127.92565
52,129.87749
53,128.25427
54,131.62021
55,132.44676
56,128.96132
57,127.91569
58,128.18457
59,127.29827
60,126.55139
61,125.93397
62,124.36053
63,121.51243
64,119.222
65,118.43529
66,119.44109
67,118.59462
68,117.69197
69,117.67213
70,116.214
71,117.93996
72,114.37894
73,108.25876
74,112.18678
75,112.06776
76,111.49244
77,108.66545
78,107.84216
79,105.13419
80,105.95749
81,108.91344
82,109.33004
83,108.36787
84,111.10559
85,110.98656
86,106.87998
87,105.40202
88,105.3921
89,108.44723
90,109.48875
91,111.61147
92,112.99025
93,113.0696
94,111.10559
95,111.63131
96,112.02808
97,110.87744
98,111.74042
99,108.52658
100,105.88805
101,107.35611
102,108.844
103,110.71873
104,111.04607
105,113.19855
106,111.49244
107,114.07144
108,114.55749
109,114.99393
110,113.70443
111,114.14088
112,117.96971
113,118.03915
114,116.65045
115,117.67213
116,115.52958
117,115.37086
118,113.74411
119,114.53765
120,113.0696
121,113.25806
122,111.90904
123,110.35172
124,108.81423
125,107.95126
126,108.12981
127,107.82231
128,107.51482
129,107.25803
130,108.04815
131,106.66544
132,105.65805
133,106.0136
134,105.42101
135,103.81116
136,103.9198
137,103.53461
138,101.71735
139,101.20378
140,98.52727
141,96.46309
142,95.07052
143,96.3347
144,97.52975
145,98.57664
146,99.48528
147,99.77169
148,99.55442
149,97.52975
150,98.389
151,98.389
152,98.66553
153,97.95443
154,99.50504
155,98.87294
156,99.50504
157,96.66062
158,100.49268
159,101.37167
160,99.8112
161,99.71244
162,100.53218
163,100.32478
164,99.61367
165,100.37415
166,100.40379
167,100.17663
168,99.75195
169,96.77914
170,97.14457
171,97.74703
172,96.90753
173,97.7174
174,102.02353
175,101.23341
176,100.9865
177,100.86798
178,99.6433
179,100.28527
180,100.06799
181,99.33714
182,99.32726
183,99.28775
184,97.93468
185,96.76926
186,96.2952
187,96.03841
188,94.7841
189,94.80385
190,93.5693
191,93.31252
192,93.32239
193,93.47963
194,93.94152
195,94.47221
196,93.95135
197,96.45737
198,96.6834
199,97.31237
200,95.98565
201,95.35669
202,95.51393
203,93.08652
204,92.31998
205,92.80153
206,91.48463
207,93.14549
208,93.67618
209,94.78669
210,93.5779
211,93.40101
212,93.74497
213,93.70566
214,94.31497
215,92.40842
216,91.86791
217,91.90722
218,91.32739
219,90.39378
220,89.33241
221,88.80172
222,88.72309
223,89.26361
224,89.34223
225,90.27585
226,90.59033
227,90.49206
228,90.60998
229,89.70585
230,90.69843
231,92.24136
232,92.62463
233,92.08411
234,90.63386
235,90.88375
236,90.52856
237,89.50649
238,88.25838
239,88.86911
240,89.20324
241,87.60696
242,87.8344
243,86.21988
244,85.25678
245,85.12199
246,84.89737
247,84.88052
248,83.88654
249,82.66652
250,83.3755
251,83.36007
252,83.2295
253,82.20602
254,82.55
255,82.6974
256,82.9878
257,83.90228
258,82.73232
259,82.57873
260,82.38467
261,82.6974
262,82.94313
263,79.85068
264,79.26849
265,73.26231
266,74.23262
267,74.15863
268,73.28884
269,72.46093
270,72.31434
271,72.83369
272,72.5447
273,73.085
274,74.03996
275,73.07941
276,73.08361
277,74.24938
278,75.22249
279,75.74743
280,75.62178
281,74.93627
282,74.95303
283,75.0368
284,75.3607
285,76.08809
286,75.27833
287,74.39598
288,73.81378
289,74.1712
290,74.19075
291,73.54015
292,73.25393
293,74.08602
294,74.91813
295,74.84554
296,74.12373
297,74.05671
298,74.09999
299,74.32477
300,74.16841
301,73.68255
302,73.47033
303,73.66998
304,72.22916
305,72.88675
306,73.65323
307,73.33212
308,74.15584
309,75.02424
310,76.22771
311,75.94848
312,76.0099
313,74.82179
314,74.82738
315,73.85427
316,72.55447
317,71.55344
318,71.13879
319,70.61141
320,69.60384
321,69.47478
322,69.36098
323,69.4956
324,70.29359
325,76.40005
326,75.78525
327,77.18835
328,76.54022
329,76.20159
330,75.03581
331,76.92049
332,77.35211
333,75.82965
334,74.35023
335,73.96303
336,74.45987
337,75.42302
338,74.94838
339,75.48826
340,75.07884
341,76.76505

