12/16/2014,105.88805
12/15/2014,107.35611
12/12/2014,108.844
12/11/2014,110.71873
12/10/2014,111.04607
12/9/2014,113.19855
12/8/2014,111.49244
12/5/2014,114.07144
12/4/2014,114.55749
12/3/2014,114.99393
12/2/2014,113.70443
12/1/2014,114.14088
11/28/2014,117.96971
11/26/2014,118.03915
11/25/2014,116.65045
11/24/2014,117.67213
11/21/2014,115.52958
11/20/2014,115.37086
11/19/2014,113.74411
11/18/2014,114.53765
11/17/2014,113.0696
11/14/2014,113.25806
11/13/2014,111.90904
11/12/2014,110.35172
11/11/2014,108.81423
11/10/2014,107.95126
11/7/2014,108.12981
11/6/2014,107.82231
11/5/2014,107.51482
11/4/2014,107.25803
11/3/2014,108.04815
10/31/2014,106.66544
10/30/2014,105.65805
10/29/2014,106.0136
10/28/2014,105.42101
10/27/2014,103.81116
10/24/2014,103.9198
10/23/2014,103.53461
10/22/2014,101.71735
10/21/2014,101.20378
10/20/2014,98.52727
10/17/2014,96.46309
10/16/2014,95.07052
10/15/2014,96.3347
10/14/2014,97.52975
10/13/2014,98.57664
10/10/2014,99.48528
10/9/2014,99.77169
10/8/2014,99.55442
10/7/2014,97.52975
10/6/2014,98.389
10/3/2014,98.389
10/2/2014,98.66553
10/1/2014,97.95443
9/30/2014,99.50504
9/29/2014,98.87294
9/26/2014,99.50504
9/25/2014,96.66062
9/24/2014,100.49268
9/23/2014,101.37167
9/22/2014,99.8112
9/19/2014,99.71244
9/18/2014,100.53218
9/17/2014,100.32478
9/16/2014,99.61367
9/15/2014,100.37415
9/12/2014,100.40379
9/11/2014,100.17663
9/10/2014,99.75195
9/9/2014,96.77914
9/8/2014,97.14457
9/5/2014,97.74703
9/4/2014,96.90753
9/3/2014,97.7174
9/2/2014,102.02353
8/29/2014,101.23341
8/28/2014,100.9865
8/27/2014,100.86798
8/26/2014,99.6433
8/25/2014,100.28527
8/22/2014,100.06799
8/21/2014,99.33714
8/20/2014,99.32726
8/19/2014,99.28775
8/18/2014,97.93468
8/15/2014,96.76926
8/14/2014,96.2952
8/13/2014,96.03841
8/12/2014,94.7841
8/11/2014,94.80385
8/8/2014,93.5693
8/7/2014,93.31252
8/6/2014,93.32239
8/5/2014,93.47963
8/4/2014,93.94152
8/1/2014,94.47221
7/31/2014,93.95135
7/30/2014,96.45737
7/29/2014,96.6834
7/28/2014,97.31237
7/25/2014,95.98565
7/24/2014,95.35669
7/23/2014,95.51393
7/22/2014,93.08652
7/21/2014,92.31998
7/18/2014,92.80153
7/17/2014,91.48463
7/16/2014,93.14549
7/15/2014,93.67618
7/14/2014,94.78669
7/11/2014,93.5779
7/10/2014,93.40101
7/9/2014,93.74497
7/8/2014,93.70566
7/7/2014,94.31497
7/3/2014,92.40842
7/2/2014,91.86791
7/1/2014,91.90722
6/30/2014,91.32739
6/27/2014,90.39378
6/26/2014,89.33241
6/25/2014,88.80172
6/24/2014,88.72309
6/23/2014,89.26361
6/20/2014,89.34223
6/19/2014,90.27585
6/18/2014,90.59033
6/17/2014,90.49206
6/16/2014,90.60998
6/13/2014,89.70585
6/12/2014,90.69843
6/11/2014,92.24136
6/10/2014,92.62463
6/9/2014,92.08411
6/6/2014,90.63386
6/5/2014,90.88375
6/4/2014,90.52856
6/3/2014,89.50649
6/2/2014,88.25838
5/30/2014,88.86911
5/29/2014,89.20324
5/28/2014,87.60696
5/27/2014,87.8344
5/23/2014,86.21988
5/22/2014,85.25678
5/21/2014,85.12199
5/20/2014,84.89737
5/19/2014,84.88052
5/16/2014,83.88654
5/15/2014,82.66652
5/14/2014,83.3755
5/13/2014,83.36007
5/12/2014,83.2295
5/9/2014,82.20602
5/8/2014,82.55
5/7/2014,82.6974
5/6/2014,82.9878
5/5/2014,83.90228
5/2/2014,82.73232
5/1/2014,82.57873
4/30/2014,82.38467
4/29/2014,82.6974
4/28/2014,82.94313
4/25/2014,79.85068
4/24/2014,79.26849
4/23/2014,73.26231
4/22/2014,74.23262
4/21/2014,74.15863
4/17/2014,73.28884
4/16/2014,72.46093
4/15/2014,72.31434
4/14/2014,72.83369
4/11/2014,72.5447
4/10/2014,73.085
4/9/2014,74.03996
4/8/2014,73.07941
4/7/2014,73.08361
4/4/2014,74.24938
4/3/2014,75.22249
4/2/2014,75.74743
4/1/2014,75.62178
3/31/2014,74.93627
3/28/2014,74.95303
3/27/2014,75.0368
3/26/2014,75.3607
3/25/2014,76.08809
3/24/2014,75.27833
3/21/2014,74.39598
3/20/2014,73.81378
3/19/2014,74.1712
3/18/2014,74.19075
3/17/2014,73.54015
3/14/2014,73.25393
3/13/2014,74.08602
3/12/2014,74.91813
3/11/2014,74.84554
3/10/2014,74.12373
3/7/2014,74.05671
3/6/2014,74.09999
3/5/2014,74.32477
3/4/2014,74.16841
3/3/2014,73.68255
2/28/2014,73.47033
2/27/2014,73.66998
2/26/2014,72.22916
2/25/2014,72.88675
2/24/2014,73.65323
2/21/2014,73.33212
2/20/2014,74.15584
2/19/2014,75.02424
2/18/2014,76.22771
2/14/2014,75.94848
2/13/2014,76.0099
2/12/2014,74.82179
2/11/2014,74.82738
2/10/2014,73.85427
2/7/2014,72.55447
2/6/2014,71.55344
2/5/2014,71.13879
2/4/2014,70.61141
2/3/2014,69.60384
1/31/2014,69.47478
1/30/2014,69.36098
1/29/2014,69.4956
1/28/2014,70.29359
1/27/2014,76.40005
1/24/2014,75.78525
1/23/2014,77.18835
1/22/2014,76.54022
1/21/2014,76.20159
1/17/2014,75.03581
1/16/2014,76.92049
1/15/2014,77.35211
1/14/2014,75.82965
1/13/2014,74.35023
1/10/2014,73.96303
1/9/2014,74.45987
1/8/2014,75.42302
1/7/2014,74.94838
1/6/2014,75.48826
1/3/2014,75.07884
1/2/2014,76.76505
