5/11/2015,126.32
5/8/2015,127.62
5/7/2015,125.26
5/6/2015,124.49
5/5/2015,125.27671
5/4/2015,128.16464
5/1/2015,128.4136
4/30/2015,124.62942
4/29/2015,128.1049
4/28/2015,130.01691
4/27/2015,132.09821
4/24/2015,129.73807
4/23/2015,129.13062
4/22/2015,128.08498
4/21/2015,126.3821
4/20/2015,127.06922
4/17/2015,124.23108
4/16/2015,125.64517
4/15/2015,126.25263
4/14/2015,125.77464
4/13/2015,126.32234
4/10/2015,126.5713
4/9/2015,126.03355
4/8/2015,125.07755
4/7/2015,125.48584
4/6/2015,126.82026
4/2/2015,124.79871
4/1/2015,123.73316
3/31/2015,123.91241
3/30/2015,125.84435
3/27/2015,122.73732
3/26/2015,123.7232
3/25/2015,122.86678
3/24/2015,126.16301
3/23/2015,126.68085
3/20/2015,125.3763
3/19/2015,126.96964
3/18/2015,127.93561
3/17/2015,126.51155
3/16/2015,124.43024
3/13/2015,123.0759
3/12/2015,123.93233
3/11/2015,121.73151
3/10/2015,123.99208
3/9/2015,126.61114
3/6/2015,126.07338
3/5/2015,125.88418
3/4/2015,128.00531
3/3/2015,128.8219
3/2/2015,128.55302
2/27/2015,127.92565
2/26/2015,129.87749
2/25/2015,128.25427
2/24/2015,131.62021
2/23/2015,132.44676
2/20/2015,128.96132
2/19/2015,127.91569
2/18/2015,128.18457
2/17/2015,127.29827
2/13/2015,126.55139
2/12/2015,125.93397
2/11/2015,124.36053
2/10/2015,121.51243
2/9/2015,119.222
2/6/2015,118.43529
2/5/2015,119.44109
2/4/2015,118.59462
2/3/2015,117.69197
2/2/2015,117.67213
1/30/2015,116.214
1/29/2015,117.93996
1/28/2015,114.37894
1/27/2015,108.25876
1/26/2015,112.18678
1/23/2015,112.06776
1/22/2015,111.49244
1/21/2015,108.66545
1/20/2015,107.84216
1/16/2015,105.13419
1/15/2015,105.95749
1/14/2015,108.91344
1/13/2015,109.33004
1/12/2015,108.36787
1/9/2015,111.10559
1/8/2015,110.98656
1/7/2015,106.87998
1/6/2015,105.40202
1/5/2015,105.3921
1/2/2015,108.44723
12/31/2014,109.48875
12/30/2014,111.61147
12/29/2014,112.99025
12/26/2014,113.0696
12/24/2014,111.10559
12/23/2014,111.63131
12/22/2014,112.02808
12/19/2014,110.87744
12/18/2014,111.74042
12/17/2014,108.52658
