Date,Open,High,Low,Close,Volume
12/21/2017,64.75,64.959999,64.339996,64.389999,5451100
12/22/2017,64.309998,64.980003,64.300003,64.730003,4444300
12/26/2017,64.489998,64.940002,64.199997,64.300003,4236500
12/27/2017,64.32,64.639999,64.18,64.540001,4899600
12/28/2017,64.690002,64.730003,64.349998,64.379997,2451300
12/29/2017,64.360001,64.650002,64,64.019997,6631800
1/2/2018,64.379997,65.330002,64.169998,65.199997,6329600
1/3/2018,65.220001,66.059998,64.690002,65.940002,6844200
1/4/2018,66.18,66.529999,65.910004,66.029999,5060100
1/5/2018,66.040001,66.599998,65.5,66.470001,5421800
1/8/2018,66.25,66.529999,65.940002,66.269997,4266900
1/9/2018,65.639999,65.860001,64.940002,65.269997,7632300
1/10/2018,65.480003,65.739998,64.879997,65.260002,6569300
1/11/2018,65.199997,65.5,65.139999,65.43,4233100
1/12/2018,65.610001,65.900002,65.080002,65.379997,5007200
1/16/2018,66.230003,68.650002,66.029999,68.25,24478800
1/17/2018,68.519997,68.900002,67.239998,68.019997,12559100
1/18/2018,67.75,68.18,67.489998,68.050003,6797900
1/19/2018,68.040001,68.25,67.75,68.040001,8864300
1/22/2018,67.809998,68.75,67.709999,68.669998,8566200
1/23/2018,68.599998,68.900002,68.239998,68.339996,7825600
1/24/2018,68.199997,68.290001,67.379997,67.980003,12383100
1/25/2018,68.139999,68.370003,67.290001,67.419998,9122200
1/26/2018,67.940002,68.529999,67.599998,68.529999,7919000
1/29/2018,68.160004,68.300003,67.239998,67.32,9745300
1/30/2018,67.43,67.910004,66.730003,66.989998,8059500
1/31/2018,67.550003,68.379997,67.459999,68.25,13915600
